root	section	doc_type	variant	symlink	symlink_target	size_kb	status	date	tags	title	path
project:Grants	02-submissions	other	primary	no		6.6				ElevenLabs — Impact Partner Application (REVISED v2)	Claude/Projects/Grants/02-submissions/Applications/ElevenLabs/ElevenLabs_Impact_Partners.md
project:Grants	02-submissions	other	primary	no		2.9				Anthropic — AI for Science Program: Application Draft	Claude/Projects/Grants/02-submissions/Applications/Anthropics/AI for Science Program/Anthropic_AI_for_Science_Application_2026.md
project:Grants	02-submissions	other	primary	no		5.1				Nucleate × Eli Lilly — $100K Grand Challenge 2026 (DRAFT v1)	Claude/Projects/Grants/02-submissions/Applications/Lilly/Nucleate_Lilly_Grand_Challenge_2026.md
project:Grants	02-submissions	other	primary	no		2.9				Human-Subjects Research Status: IRB, FWA, SMART	Claude/Projects/Grants/02-submissions/_support/Human_Subjects_Readiness_FWA_IRB_SMART_2026-06-01.md
project:Grants	02-submissions	other	primary	no		39.6				**Google.org Impact Challenge: AI for Science**	Claude/Projects/Grants/02-submissions/Grants/Google/Google_org_Impact_Challenge_AI_for_Science.md
project:Grants	02-submissions	other	primary	no		38.0				**Google.org Impact Challenge: AI for Science**	Claude/Projects/Grants/02-submissions/Grants/Google/original/all_materials/GOOGLE.ORG IMPACT CHALLENGE_ AI FOR SCIENCE.md
project:Grants	02-submissions	other	primary	no		1958.8					Claude/Projects/Grants/02-submissions/Grants/Google/original/all_materials/GOOGLE.ORG IMPACT CHALLENGE_ AI FOR SCIENCE.docx
project:Grants	02-submissions	other	archive	no		38.1				**Google.org Impact Challenge: AI for Science**	Claude/Projects/Grants/02-submissions/Grants/Google/original/archive/GOOGLE.ORG IMPACT CHALLENGE_ AI FOR SCIENCE_2026-05-29.md
project:Grants	02-submissions	other	primary	no		19.5				ARPA-H Solution Summary: Health Science Futures (HSF) Mission Office	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/HSF/ARPA-H_HSF_Solution_Summary.md
project:Grants	02-submissions	other	primary	no		4.8				PsychIGoR — Canonical Team and Focus Configuration	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/TEAM_AND_FOCUS_CONFIG_2026-06-19.md
project:Grants	02-submissions	other	primary	no		5.3				ARPA-H IGoR: Submission Index	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/INDEX.md
project:Grants	02-submissions	other	primary	no		16.0				IGoR Stage Two Plan: revise the three deliverables from the research master	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/STAGE_TWO_PLAN.md
project:Grants	02-submissions	diagram/asset	primary	no		6.1					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/PsychIGoR_team_logo.svg
project:Grants	02-submissions	readme	primary	no		6.7				IGoR / PsychIGoR — Figure & Diagram Assets	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/README.md
project:Grants	02-submissions	diagram/asset	primary	no		6.9					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/TA1_comprehensive_disease_models.svg
project:Grants	02-submissions	diagram/asset	primary	no		347.5					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/TA4_experiment_marketplace.png
project:Grants	02-submissions	diagram/asset	primary	no		7.5					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/TA4_experiment_marketplace.svg
project:Grants	02-submissions	diagram/asset	primary	no		2.1					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/IGoR_TA_loop_diagram.mmd
project:Grants	02-submissions	diagram/asset	primary	no		314.0					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/TA2_new_science_engine.png
project:Grants	02-submissions	diagram/asset	primary	no		450.6					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/PsychIGoR_team_logo.png
project:Grants	02-submissions	diagram/asset	primary	no		300.0					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/TA3_interoperable_procedures.png
project:Grants	02-submissions	diagram/asset	primary	no		19.5					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/IGoR_TA_loop_diagram.svg
project:Grants	02-submissions	diagram/asset	primary	no		6.3					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/TA2_new_science_engine.svg
project:Grants	02-submissions	diagram/asset	primary	no		6.5					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/TA3_interoperable_procedures.svg
project:Grants	02-submissions	diagram/asset	primary	no		89.2					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/IGoR_TA_loop_diagram.png
project:Grants	02-submissions	diagram/asset	primary	no		309.3					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/figures/TA1_comprehensive_disease_models.png
project:Grants	02-submissions	other	primary	no		44.8				ARPA-H IGoR: Comprehensive Program Reference	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/IGoR_Comprehensive_Reference.md
project:Grants	02-submissions	other	primary	no		7.7				Appendix C: Proposal Format, Instructions, and Evaluation	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/markdown/APPENDIX_C_Proposal_Format_and_Instructions.md
project:Grants	02-submissions	readme	primary	no		2.8				IGoR Materials: Templated Markdown Index	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/markdown/README.md
project:Grants	02-submissions	other	primary	no		5.0				Appendix B: Solution Summary Format and Instructions (Amendment 01)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/markdown/APPENDIX_B_Solution_Summary_Format_and_Instructions.md
project:Grants	02-submissions	other	primary	no		9.2				ISO: Innovative Solutions Opening for Intelligent Generator of Research (IGoR)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/markdown/ISO_ARPA-H-SOL-26-155.md
project:Grants	02-submissions	other	primary	no		7.4				Appendix E: Draft Model Other Transaction (OT) Agreement (Amendment 01)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/markdown/APPENDIX_E_Draft_Model_OT_Agreement.md
project:Grants	02-submissions	other	primary	no		6.6				Appendix C.1: Technical and Management Proposal	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/markdown/APPENDIX_C1_Technical_and_Management_Proposal.md
project:Grants	02-submissions	other	primary	no		5.2				Appendix C.3: Price Proposal	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/markdown/APPENDIX_C3_Price_Proposal.md
project:Grants	02-submissions	other	primary	no		10.1				Appendix D: Administrative and National Policy Requirements Document	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/markdown/APPENDIX_D_Admin_National_Policy.md
project:Grants	02-submissions	other	primary	no		5.5				Appendix C.2: Task Description Document (TDD)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/markdown/APPENDIX_C2_Task_Description_Document.md
project:Grants	02-submissions	other	primary	no		9.4				Appendix A: Program and Technical Description	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/markdown/APPENDIX_A_Program_and_Technical_Description.md
project:Grants	02-submissions	other	primary	no		5.7					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/extracted-text/APPENDIX_C.2_Task_Description_Document_IGoR.txt
project:Grants	02-submissions	other	primary	no		15.5					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/extracted-text/APPENDIX_C.1_Technical_and_Management_Proposal_IGoR.txt
project:Grants	02-submissions	other	primary	no		29.5					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/extracted-text/APPENDIX_D_Admin_National_Policy_Document_IGoR.txt
project:Grants	02-submissions	other	primary	no		14.6					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/extracted-text/ISO_main.txt
project:Grants	02-submissions	other	primary	no		59.0					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/extracted-text/AppA_Program_Technical.txt
project:Grants	02-submissions	other	primary	no		6.1					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/extracted-text/APPENDIX_B_Solution_Summary_Format_and_Instructions_IGoR_Admendment_01.txt
project:Grants	02-submissions	other	primary	no		34.0					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/extracted-text/AppC_Proposal_Format.txt
project:Grants	02-submissions	other	primary	no		76.4					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/extracted-text/APPENDIX_E_Draft_Model_OT_Agreement_IGoR_Amendment_01.txt
project:Grants	02-submissions	other	primary	no		3.9					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/extracted-text/APPENDIX_C.3_Price_Proposal_IGoR.txt
project:Grants	02-submissions	other	primary	no		60.3					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/original/APPENDIX+C.3_Price+Proposal_IGoR.docx
project:Grants	02-submissions	other	primary	no		0.1					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/original/.~lock.APPENDIX+B_Solution+Summary+Format+and+Instructions_IGoR_Admendment+01.docx#
project:Grants	02-submissions	other	primary	no		102.9					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/original/APPENDIX+E_Draft+Model+OT+Agreement_IGoR_Amendment+01.docx
project:Grants	02-submissions	other	primary	no		44.8					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/original/APPENDIX+C.4_Price+Proposal+Spreadhsheet_IGoR.xlsx
project:Grants	02-submissions	other	primary	no		39.9					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/original/APPENDIX+B_Solution+Summary+Format+and+Instructions_IGoR_Admendment+01.docx
project:Grants	02-submissions	other	primary	no		89.1					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/original/APPENDIX+D_Admin+National+Policy+Document_IGoR.docx
project:Grants	02-submissions	other	primary	no		46.0					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/original/APPENDIX+C.1_Technical+and+Management+Proposal_IGoR.docx
project:Grants	02-submissions	other	primary	no		33.4					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/materials/original/APPENDIX+C.2_Task+Description+Document_IGoR.docx
project:Grants	02-submissions	other	primary	no		62.4					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/C2_Task_Description_PsychIGoR_v2026-06-21.docx
project:Grants	02-submissions	other	primary	no		24.3					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/C3_Price_Proposal.docx
project:Grants	02-submissions	other	primary	no		39.2					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/C2_Task_Description_Document.docx
project:Grants	02-submissions	other	primary	no		27.5				Appendix C.3 — Price Proposal (Narrative)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/C3_Price_Proposal.md
project:Grants	02-submissions	other	primary	no		49.0					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/C1_Technical_and_Management_PsychIGoR_v2026-06-21.docx
project:Grants	02-submissions	other	primary	no		43.1				Appendix C.1 — Technical and Management Proposal	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/C1_Technical_and_Management_Proposal.md
project:Grants	02-submissions	other	primary	no		29.1					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/C1_Technical_and_Management_Proposal.docx
project:Grants	02-submissions	other	primary	no		87.8				Appendix C.2 — Task Description Document (TDD)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/C2_Task_Description_Document.md
project:Grants	02-submissions	other	primary	no		54.0					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/C3_Price_Proposal_PsychIGoR_v2026-06-21.docx
project:Grants	02-submissions	other	primary	no		35.0				ARPA-H IGoR: Full Proposal (DRAFT content)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/_sources/FULLPROPOSAL_DRAFT.md
project:Grants	02-submissions	other	primary	no		189.4					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/_sources/IGoR_Full_Proposal_DRAFT_2026-06-12.docx
project:Grants	02-submissions	other	primary	no		29.2					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/costs/C4_Price_Proposal_Workbook_2026-06-16.xlsx
project:Grants	02-submissions	other	primary	no		44.6					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/costs/C4_Price_Workbook_PsychIGoR_v2026-06-21.xlsx
project:Grants	02-submissions	other	primary	no		31.6				IGoR PsychIGoR — Detailed Cost and Headcount Model	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/costs/COST_MODEL_DETAILED_2026-06-16.md
project:Grants	02-submissions	other	primary	no		8.9				IGoR Cost Model — Cytognosis-led Integrated Team	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/costs/COST_MODEL.md
project:Grants	02-submissions	other	primary	no		5.2				IGoR Cost Breakdown (planning model)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/costs/IGoR_Cost_Breakdown_2026-06-02.md
project:Grants	02-submissions	other	primary	no		28.6					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/full_proposal/costs/IGoR_Price_Proposal_Workbook_DRAFT_2026-06-12.xlsx
project:Grants	02-submissions	other	primary	no		32.7				ARPA-H IGoR Solution Summary	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/IGoR_Solution_Summary.md
project:Grants	02-submissions	code	primary	no		2.4					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/build.py
project:Grants	02-submissions	other	primary	no		25.9					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/IGoR_Solution_Summary.docx
project:Grants	02-submissions	other	primary	no		29.2					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/PsychIGoR_SS_FULL_v2026-06-21.docx
project:Grants	02-submissions	code	primary	no		1.8					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/make_ref_docx_v3.py
project:Grants	02-submissions	code	primary	no		2.2					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/make_ref_docx.py
project:Grants	02-submissions	code	primary	no		3.0					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/fix_table_cols.py
project:Grants	02-submissions	other	primary	no		29.0				PsychIGoR Solution Summary	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/IGoR_SS_working.md
project:Grants	02-submissions	code	primary	no		4.0					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/apply_table_9pt.py
project:Grants	02-submissions	other	primary	no		43.8					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/PsychIGoR_SS_5page_v2026-06-21.docx
project:Grants	02-submissions	other	primary	no		31.3				PsychIGoR Solution Summary	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/IGoR_Solution_Summary_SUBMISSION_2026-06-19.md
project:Grants	02-submissions	code	primary	no		2.1					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/make_ref_docx_tight.py
project:Grants	02-submissions	other	primary	no		25.8					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/IGoR_Solution_Summary_SUBMISSION_2026-06-19.docx
project:Grants	02-submissions	other	primary	no		10.7					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/brand_reference.docx
project:Grants	02-submissions	other	primary	no		2.4					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/sections/4_team.md
project:Grants	02-submissions	other	primary	no		5.9					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/sections/3_proposed_work.md
project:Grants	02-submissions	other	primary	no		2.1					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/sections/6_references.md
project:Grants	02-submissions	other	primary	no		3.9					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/sections/2_innovation_and_impact.md
project:Grants	02-submissions	other	primary	no		1.4				ARPA-H IGoR Solution Summary	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/sections/0_cover.md
project:Grants	02-submissions	other	primary	no		1.4					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/sections/5_basis_of_estimate.md
project:Grants	02-submissions	other	primary	no		1.5					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/sections/1_concept_summary.md
project:Grants	02-submissions	other	primary	no		22.3				ARPA-H IGoR Solution Summary — CytoIGoR	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/_sources/ARPA-H_IGoR_Solution_Summary_REVISED_2026-06-05.md
project:Grants	02-submissions	other	primary	no		8.5				ARPA-H IGoR: Solution Summary (DRAFT v1)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/_sources/ARPA-H_IGoR_Solution_Summary_DRAFT.md
project:Grants	02-submissions	other	primary	no		18.5					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/_sources/IGoR_Solution_Summary_DRAFT_2026-06-12.docx
project:Grants	02-submissions	other	primary	no		19.3				ARPA-H IGoR Solution Summary	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/_sources/ARPA-H_IGoR_Solution_Summary_REVISED_2026-06-02.md
project:Grants	02-submissions	other	primary	no		6.2				ARPA-H IGoR — summary + first-draft materials	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/_sources/ARPA-H_IGoR_summary_and_materials.md
project:Grants	02-submissions	other	primary	no		17.6				ARPA-H IGoR: Solution Summary (DRAFT content)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/_sources/SS_DRAFT.md
project:Grants	02-submissions	code	primary	no		0.9					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/_template/pdf.css
project:Grants	02-submissions	config/schema	primary	no		0.7					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/solution_summary/_template/manifest.json
project:Grants	02-submissions	other	primary	no		27.9				IGoR (PsychIGoR) — Consolidated State Document	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/IGoR_CONSOLIDATED_STATE.md
project:Grants	02-submissions	other	primary	no		15.1				IGoR Master Drive Plan — EXECUTION (2026-06-21)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/MASTER_DRIVE_PLAN_EXEC_2026-06-21.md
project:Grants	02-submissions	other	primary	no		4.4				IGoR Cost Re-Derivation — Cascade Record (2026-06-19)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/COST_REDERIVATION_2026-06-19.md
project:Grants	02-submissions	other	primary	no		13.2				IGoR Integration Spec — Dan's TA2/TA3, SIFT cost, innovations, phases, messaging (2026-06-21)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/INTEGRATION_SPEC_2026-06-21.md
project:Grants	02-submissions	other	primary	no		6.0				IGoR Master Revision Plan — local full-revision + Google sync (2026-06-21)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/MASTER_REVISION_PLAN_2026-06-21.md
project:Grants	02-submissions	other	primary	no		18.3				IGoR Budget Framework v2.2 (2026-06-21)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/BUDGET_FRAMEWORK_v2_2026-06-21.md
project:Grants	02-submissions	other	primary	no		3.3				IGoR Cross-Chat Consolidation — Master Plan and Tracker	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/MASTER_PLAN.md
project:Grants	02-submissions	other	primary	no		6.1				Element Bio Teton vs Cellanome R3200 — IGoR TA4 Platform Comparison	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/notes/27fe559e_element-vs-r3200.md
project:Grants	02-submissions	other	primary	no		4.4				IGoR Teams Data Extraction — Consolidation Note	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/notes/73cac4a2_teams-data.md
project:Grants	02-submissions	other	primary	no		10.9				TA2/TA3 Collaboration Strategy — Transcript Extraction Note	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/notes/2ee7cd56_ta2-ta3-collab.md
project:Grants	02-submissions	other	primary	no		9.5				Session e858c1e3 — IGoR Grant Proposal Development (Early Session)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/notes/e858c1e3_grant-development.md
project:Grants	02-submissions	other	primary	no		11.7				TA3 Layered Protocol Research — Transcript Extraction Note	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/notes/90daed69_ta3-protocols.md
project:Grants	02-submissions	other	primary	no		8.4				"IGoR Transcript Extraction: ""ARPA-H IGoR proposal revision"""	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/notes/f2e2cbd1_proposal-revision.md
project:Grants	02-submissions	other	primary	no		7.9				Contractor and Subawardee Restrictions — IGoR Transcript Extraction	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/notes/f3f4021c_contractor-subaward.md
project:Grants	02-submissions	other	primary	no		4.7				IGoR Proposers' Day — Extracted Intel	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/notes/f24e3fd1_proposer-day.md
project:Grants	02-submissions	other	primary	no		10.9				IGoR Session Extraction: Team Outreach	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/_consolidation_2026-06-19/notes/abd69da7_team-outreach.md
project:Grants	02-submissions	readme	primary	no		2.9				IGoR Research (scientific and technical source of record)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/README.md
project:Grants	02-submissions	code	primary	no		3.8					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/build.py
project:Grants	02-submissions	other	primary	no		136.2				IGoR Research Master: Scientific and Technical Source of Record	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/IGoR_Research_Master_shareable.md
project:Grants	02-submissions	other	primary	no		159.6				IGoR Research Master: Scientific and Technical Source of Record	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/IGoR_Research_Master.md
project:Grants	02-submissions	other	primary	no		15.5				TA4 Model + Teaming — Change Spec (2026-06-17)	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/UPDATE_2026-06-17_TA4_model_and_teaming.md
project:Grants	02-submissions	other	primary	no		14.7				IGoR Participation Rules: Orgs, Subs, PIs across TA1–TA4 and Stages	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/IGoR_Participation_Rules_Memo_2026-06-17.md
project:Grants	02-submissions	other	primary	no		16.8				IGoR Fact-Check and Capabilities Reference	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/FACT_CHECK_AND_CAPABILITIES_2026-06-16.md
project:Grants	02-submissions	other	primary	no		15.4				Significance and Innovation: Dual-Grounded Causal Discovery for Psychiatric Disease	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/SIGNIFICANCE_AND_INNOVATION_dual_grounding_2026-06-15.md
project:Grants	02-submissions	other	primary	no		21.7					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/99_references.md
project:Grants	02-submissions	other	primary	no		3.7					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/00_executive_overview.md
project:Grants	02-submissions	other	primary	no		8.8					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/24_landscape_disease_and_model_standards.md
project:Grants	02-submissions	other	primary	no		6.1					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/21_landscape_TA2_agentic_science.md
project:Grants	02-submissions	other	primary	no		2.4					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/41_phase1_anchor_experiment_RESTRICTED.md
project:Grants	02-submissions	other	primary	no		6.8					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/70_proposal_evolution_crosswalk.md
project:Grants	02-submissions	other	primary	no		4.6					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/50_metrics_and_targets.md
project:Grants	02-submissions	other	primary	no		6.0					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/33_contrib_TA2_engine.md
project:Grants	02-submissions	other	primary	no		9.3					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/40_disease_strategy_and_evidence.md
project:Grants	02-submissions	other	primary	no		6.9					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/90_open_decisions_and_gaps.md
project:Grants	02-submissions	other	primary	no		12.4					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/30_contrib_TA1_architecture.md
project:Grants	02-submissions	other	primary	no		9.8					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/20_landscape_TA1_virtual_cell.md
project:Grants	02-submissions	other	primary	no		7.9					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/34_contrib_TA3_TA4_execution.md
project:Grants	02-submissions	other	primary	no		10.7					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/60_team_consortium_and_cost.md
project:Grants	02-submissions	other	primary	no		10.7					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/42_penetrant_schizophrenia_genetics.md
project:Grants	02-submissions	other	primary	no		3.8					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/32_contrib_SPEAR_PROPRIETARY.md
project:Grants	02-submissions	other	primary	no		3.1					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/10_thesis_disease_as_perturbation.md
project:Grants	02-submissions	other	primary	no		9.8					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/23_causal_representation_theory.md
project:Grants	02-submissions	other	primary	no		7.2					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/22_landscape_TA3_TA4_standards_labs.md
project:Grants	02-submissions	other	primary	no		5.3					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/31_contrib_TA1_factorized_PRS_PROPRIETARY.md
project:Grants	02-submissions	other	primary	no		4.0					Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/sections/35_contrib_standards_stack.md
project:Grants	02-submissions	other	primary	no		10.7				Standards for Representing Cellular Models of Disease	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/_sources/cellular-disease-model-standards-comparison.md
project:Grants	02-submissions	other	primary	no		35.3				Schizophrenia Subtypes: MONDO Ontology, Genetic Loci, 22q11DS, and TBX1	Claude/Projects/Grants/02-submissions/Grants/ARPA-H/IGoR/research/_sources/schizophrenia_MONDO_subtypes_22q11_TBX1.md
